,date,Température maximale,Température minimale,Vitesse du vent,Température du vent,Humidité,Visibilité,Couverture nuageuse,Indice de chaleur,Point de rosée,Pression,Heure du lever du soleil,Heure du coucher du soleil,Heure du coucher du soleil,Durée du jour
1159,12/03/2012,15°,14°,31km/h,12°,0mm,72%,10km,3%,15,10°C,1022hPa,06:34:00,18:24:00,11:50:0
1160,13/03/2012,15°,14°,32km/h,12°,83%,10km,18%,15,12°C,1025hPa,06:33:00,18:25:00,11:52:0,
1161,14/03/2012,16°,14°,6km/h,17°,78%,10km,3%,20,14°C,1028hPa,06:31:00,18:26:00,11:55:0,
1162,15/03/2012,16°,15°,8km/h,18°,75%,10km,0%,20,14°C,1029hPa,06:30:00,18:27:00,11:57:0,
1163,16/03/2012,18°,15°,15km/h,17°,73%,10km,0%,19,12°C,1030hPa,06:28:00,18:28:00,12:0:0,
1164,17/03/2012,20°,16°,15km/h,16°,71%,10km,1%,25,15°C,1028hPa,06:27:00,18:28:00,12:1:0,
1165,18/03/2012,21°,16°,15km/h,17°,66%,10km,13%,25,13°C,1027hPa,06:25:00,18:29:00,12:4:0,
1166,19/03/2012,19°,16°,12km/h,18°,68%,10km,9%,21,13°C,1026hPa,06:24:00,18:30:00,12:6:0,
1167,20/03/2012,18°,16°,18km/h,16°,71%,10km,41%,18,12°C,1027hPa,06:22:00,18:31:00,12:9:0,
1168,21/03/2012,18°,16°,24km/h,16°,73%,10km,32%,18,12°C,1028hPa,06:21:00,18:32:00,12:11:0,
1169,22/03/2012,18°,15°,20km/h,15°,77%,10km,62%,18,12°C,1027hPa,06:19:00,18:33:00,12:14:0,
1170,23/03/2012,19°,16°,13km/h,17°,0mm,72%,10km,14%,20,12°C,1026hPa,06:18:00,18:34:00,12:16:0
1171,24/03/2012,19°,17°,8km/h,17°,1mm,72%,10km,33%,19,14°C,1022hPa,06:16:00,18:35:00,12:19:0
1172,25/03/2012,16°,15°,26km/h,14°,0mm,77%,10km,24%,16,12°C,1023hPa,06:15:00,18:36:00,12:21:0
1173,26/03/2012,17°,16°,17km/h,16°,76%,10km,13%,18,12°C,1024hPa,06:13:00,18:36:00,12:23:0,
1174,27/03/2012,18°,16°,12km/h,16°,70%,10km,28%,19,12°C,1024hPa,06:12:00,18:37:00,12:25:0,
1175,28/03/2012,18°,17°,12km/h,18°,62%,10km,9%,20,11°C,1025hPa,06:11:00,18:38:00,12:27:0,
1176,29/03/2012,19°,16°,12km/h,18°,0mm,61%,10km,11%,19,11°C,1023hPa,06:09:00,18:39:00,12:30:0
1177,30/03/2012,15°,14°,13km/h,13°,1mm,86%,9.375km,47%,15,12°C,1016hPa,06:08:00,18:40:00,12:32:0
1178,31/03/2012,19°,15°,9km/h,17°,0mm,70%,10km,13%,24,12°C,1014hPa,06:06:00,18:41:00,12:35:0
1179,1/04/2012,21°,18°,7km/h,20°,63%,10km,15%,25,13°C,1011hPa,06:05:00,18:42:00,12:37:0,
1180,2/04/2012,20°,19°,22km/h,19°,0mm,65%,10km,18%,20,13°C,1010hPa,06:03:00,18:43:00,12:40:0
1181,3/04/2012,19°,17°,13km/h,18°,1mm,79%,6km,30%,19,15°C,1008hPa,06:02:00,18:43:00,12:41:0
1182,4/04/2012,19°,17°,8km/h,17°,1mm,81%,7.875km,37%,20,15°C,1009hPa,06:00:00,18:44:00,12:44:0
1183,5/04/2012,19°,17°,12km/h,18°,3mm,77%,9.75km,36%,19,14°C,1011hPa,05:59:00,18:45:00,12:46:0
1184,6/04/2012,20°,17°,13km/h,18°,3mm,80%,9.25km,47%,20,15°C,1012hPa,05:58:00,18:46:00,12:48:0
1185,7/04/2012,17°,16°,30km/h,16°,1mm,72%,8km,34%,17,13°C,1013hPa,05:56:00,18:47:00,12:51:0
1186,8/04/2012,17°,15°,39km/h,15°,3mm,66%,9.875km,20%,17,10°C,1012hPa,05:55:00,18:48:00,12:53:0
1187,9/04/2012,17°,16°,35km/h,16°,1mm,70%,10km,26%,17,11°C,1015hPa,05:53:00,18:49:00,12:56:0
1188,10/04/2012,20°,17°,17km/h,17°,0mm,74%,10km,16%,20,14°C,1014hPa,05:52:00,18:50:00,12:58:0
1189,11/04/2012,20°,18°,31km/h,18°,1mm,66%,10km,13%,20,13°C,1011hPa,05:51:00,18:50:00,12:59:0
1190,12/04/2012,20°,17°,22km/h,17°,1mm,74%,9.875km,30%,20,13°C,1011hPa,05:49:00,18:51:00,13:2:0
1191,13/04/2012,17°,12°,39km/h,17°,1mm,72%,9.875km,58%,18,13°C,999hPa,05:48:00,18:52:00,13:4:0
1192,14/04/2012,17°,15°,42km/h,12°,1mm,63%,10km,31%,17,10°C,1006hPa,05:47:00,18:53:00,13:6:0
1193,15/04/2012,18°,16°,22km/h,16°,7mm,71%,9.625km,47%,18,11°C,1004hPa,05:45:00,18:54:00,13:9:0
1194,16/04/2012,15°,14°,26km/h,12°,1mm,70%,9.875km,26%,15,9°C,1010hPa,05:44:00,18:55:00,13:11:0
1195,17/04/2012,15°,14°,35km/h,12°,0mm,71%,10km,27%,15,9°C,1012hPa,05:43:00,18:56:00,13:13:0
1196,18/04/2012,19°,14°,24km/h,13°,0mm,60%,10km,10%,19,10°C,1013hPa,05:41:00,18:57:00,13:16:0
1197,19/04/2012,19°,17°,10km/h,17°,1mm,66%,9.875km,45%,19,12°C,1007hPa,05:40:00,18:58:00,13:18:0
1198,20/04/2012,18°,12°,30km/h,18°,1mm,67%,9.875km,24%,18,12°C,1014hPa,05:39:00,18:58:00,13:19:0
1199,21/04/2012,20°,17°,9km/h,18°,0mm,56%,10km,5%,24,12°C,1018hPa,05:37:00,18:59:00,13:22:0
1200,22/04/2012,22°,19°,9km/h,19°,1mm,67%,9.75km,28%,25,14°C,1017hPa,05:36:00,19:00:00,13:24:0
1201,23/04/2012,20°,18°,17km/h,18°,3mm,80%,10km,38%,20,15°C,1016hPa,05:35:00,19:01:00,13:26:0
1202,24/04/2012,21°,18°,19km/h,21°,0mm,64%,10km,6%,25,14°C,1014hPa,05:34:00,19:02:00,13:28:0
1203,25/04/2012,21°,19°,23km/h,20°,71%,10km,23%,24,14°C,1017hPa,05:32:00,19:03:00,13:31:0,
1204,26/04/2012,26°,23°,22km/h,23°,55%,10km,8%,27,13°C,1017hPa,05:31:00,19:04:00,13:33:0,
1205,27/04/2012,24°,21°,16km/h,22°,53%,10km,3%,25,12°C,1018hPa,05:30:00,19:05:00,13:35:0,
1206,28/04/2012,24°,21°,23km/h,21°,55%,10km,16%,25,13°C,1017hPa,05:29:00,19:06:00,13:37:0,
1207,29/04/2012,21°,19°,15km/h,19°,0mm,73%,10km,39%,21,14°C,1020hPa,05:28:00,19:07:00,13:39:0
1208,30/04/2012,23°,21°,13km/h,21°,1mm,58%,9.875km,22%,25,14°C,1016hPa,05:26:00,19:07:00,13:41:0
1209,1/05/2012,19°,18°,24km/h,18°,0mm,71%,9km,29%,19,13°C,1018hPa,05:25:00,19:08:00,13:43:0
1210,2/05/2012,20°,18°,14km/h,20°,59%,10km,1%,24,12°C,1018hPa,05:24:00,19:09:00,13:45:0,
1211,3/05/2012,22°,19°,14km/h,20°,0mm,57%,10km,16%,24,13°C,1016hPa,05:23:00,19:10:00,13:47:0
1212,4/05/2012,22°,20°,13km/h,20°,1mm,65%,9.875km,11%,25,15°C,1015hPa,05:22:00,19:11:00,13:49:0
1213,5/05/2012,25°,22°,15km/h,22°,1mm,61%,10km,12%,26,15°C,1016hPa,05:21:00,19:12:00,13:51:0
1214,6/05/2012,26°,23°,15km/h,23°,0mm,52%,10km,15%,27,15°C,1018hPa,05:20:00,19:13:00,13:53:0
1215,7/05/2012,21°,19°,25km/h,19°,65%,10km,26%,21,15°C,1021hPa,05:19:00,19:14:00,13:55:0,
1216,8/05/2012,22°,20°,13km/h,20°,56%,10km,1%,25,13°C,1022hPa,05:18:00,19:14:00,13:56:0,
1217,9/05/2012,22°,21°,13km/h,22°,45%,10km,8%,25,10°C,1022hPa,05:17:00,19:15:00,13:58:0,
1218,10/05/2012,23°,22°,13km/h,23°,45%,10km,6%,25,12°C,1023hPa,05:16:00,19:16:00,14:0:0,
1219,11/05/2012,24°,22°,17km/h,23°,49%,10km,3%,25,14°C,1024hPa,05:15:00,19:17:00,14:2:0,
1220,12/05/2012,24°,22°,18km/h,23°,50%,10km,2%,25,14°C,1024hPa,05:14:00,19:18:00,14:4:0,
1221,13/05/2012,26°,24°,38km/h,24°,0mm,56%,10km,7%,27,15°C,1020hPa,05:13:00,19:19:00,14:6:0
1222,14/05/2012,24°,22°,25km/h,22°,1mm,56%,10km,14%,25,15°C,1016hPa,05:12:00,19:20:00,14:8:0
1223,15/05/2012,23°,20°,24km/h,20°,0mm,51%,10km,8%,24,13°C,1017hPa,05:12:00,19:20:00,14:8:0
1224,16/05/2012,22°,21°,37km/h,21°,52%,10km,0%,24,11°C,1019hPa,05:11:00,19:21:00,14:10:0,
1225,17/05/2012,21°,19°,21km/h,19°,52%,10km,9%,21,10°C,1020hPa,05:10:00,19:22:00,14:12:0,
1226,18/05/2012,24°,21°,23km/h,21°,0mm,49%,10km,14%,25,11°C,1017hPa,05:09:00,19:23:00,14:14:0
1227,19/05/2012,26°,23°,24km/h,23°,2mm,54%,9.75km,16%,26,16°C,1014hPa,05:09:00,19:24:00,14:15:0
1228,20/05/2012,23°,21°,14km/h,21°,1mm,74%,10km,74%,25,16°C,1012hPa,05:08:00,19:25:00,14:17:0
1229,21/05/2012,22°,20°,35km/h,20°,1mm,51%,9.875km,16%,24,13°C,1015hPa,05:07:00,19:25:00,14:18:0
1230,22/05/2012,23°,21°,35km/h,21°,0mm,47%,10km,11%,24,12°C,1018hPa,05:07:00,19:26:00,14:19:0
1231,23/05/2012,21°,15°,36km/h,21°,1mm,59%,9.875km,35%,24,13°C,1019hPa,05:06:00,19:27:00,14:21:0
1232,24/05/2012,23°,21°,24km/h,21°,0mm,64%,10km,30%,25,15°C,1019hPa,05:05:00,19:28:00,14:23:0
1233,25/05/2012,25°,23°,14km/h,23°,0mm,57%,10km,11%,26,16°C,1017hPa,05:05:00,19:28:00,14:23:0
1234,26/05/2012,26°,24°,13km/h,25°,1mm,55%,10km,11%,27,16°C,1016hPa,05:04:00,19:29:00,14:25:0
1235,27/05/2012,25°,24°,14km/h,25°,0mm,52%,10km,4%,26,16°C,1018hPa,05:04:00,19:30:00,14:26:0
1236,28/05/2012,29°,25°,12km/h,26°,45%,9.875km,16%,30,15°C,1017hPa,05:03:00,19:31:00,14:28:0,
1237,29/05/2012,25°,24°,16km/h,24°,55%,10km,12%,26,17°C,1016hPa,05:03:00,19:31:00,14:28:0,
1238,30/05/2012,25°,23°,15km/h,25°,61%,10km,3%,26,17°C,1020hPa,05:02:00,19:32:00,14:30:0,
1239,31/05/2012,26°,24°,13km/h,26°,52%,10km,4%,29,18°C,1021hPa,05:02:00,19:33:00,14:31:0,
1240,1/06/2012,28°,26°,12km/h,28°,46%,10km,3%,30,17°C,1019hPa,05:02:00,19:33:00,14:31:0,
1241,2/06/2012,29°,27°,20km/h,27°,39%,10km,4%,29,13°C,1017hPa,05:01:00,19:34:00,14:33:0,
1242,3/06/2012,30°,27°,19km/h,27°,0mm,45%,10km,7%,30,17°C,1016hPa,05:01:00,19:35:00,14:34:0
1243,4/06/2012,28°,26°,14km/h,27°,2mm,53%,9.875km,21%,29,17°C,1016hPa,05:01:00,19:35:00,14:34:0
1244,5/06/2012,26°,24°,28km/h,24°,0mm,50%,10km,2%,26,17°C,1017hPa,05:01:00,19:36:00,14:35:0
1245,6/06/2012,28°,26°,13km/h,28°,46%,10km,0%,30,17°C,1016hPa,05:00:00,19:36:00,14:36:0,
1246,7/06/2012,31°,27°,19km/h,28°,0mm,50%,10km,1%,31,17°C,1014hPa,05:00:00,19:37:00,14:37:0
1247,8/06/2012,33°,29°,26km/h,29°,1mm,45%,10km,17%,33,16°C,1013hPa,05:00:00,19:37:00,14:37:0
1248,9/06/2012,25°,24°,12km/h,25°,0mm,69%,10km,25%,27,19°C,1016hPa,05:00:00,19:38:00,14:38:0
1249,10/06/2012,27°,25°,22km/h,25°,56%,10km,8%,27,16°C,1016hPa,05:00:00,19:38:00,14:38:0,
1250,11/06/2012,31°,29°,10km/h,30°,0mm,41%,10km,4%,35,16°C,1014hPa,05:00:00,19:39:00,14:39:0
1251,12/06/2012,30°,29°,23km/h,29°,1mm,48%,10km,4%,31,18°C,1015hPa,05:00:00,19:39:00,14:39:0
1252,13/06/2012,25°,24°,22km/h,24°,1mm,47%,10km,7%,26,16°C,1018hPa,05:00:00,19:40:00,14:40:0
1253,14/06/2012,29°,25°,14km/h,26°,3mm,46%,9.875km,22%,29,16°C,1018hPa,05:00:00,19:40:00,14:40:0
1254,15/06/2012,31°,27°,17km/h,28°,3mm,52%,9.75km,8%,31,18°C,1018hPa,05:00:00,19:40:00,14:40:0
1255,16/06/2012,30°,27°,18km/h,28°,4mm,53%,9.75km,15%,31,19°C,1019hPa,05:00:00,19:41:00,14:41:0
1256,17/06/2012,30°,27°,15km/h,28°,1mm,54%,9.875km,10%,31,19°C,1018hPa,05:00:00,19:41:00,14:41:0
1257,18/06/2012,32°,29°,15km/h,31°,0mm,40%,10km,2%,34,18°C,1016hPa,05:00:00,19:41:00,14:41:0
1258,19/06/2012,33°,30°,17km/h,32°,0mm,38%,10km,1%,34,17°C,1016hPa,05:00:00,19:42:00,14:42:0
1259,20/06/2012,34°,31°,13km/h,32°,2mm,37%,9.875km,6%,34,16°C,1015hPa,05:00:00,19:42:00,14:42:0
1260,21/06/2012,31°,29°,23km/h,31°,0mm,57%,10km,1%,35,23°C,1016hPa,05:01:00,19:42:00,14:41:0
1261,22/06/2012,31°,29°,22km/h,29°,42%,10km,0%,31,19°C,1018hPa,05:01:00,19:42:00,14:41:0,
1262,23/06/2012,31°,29°,14km/h,30°,48%,10km,5%,32,19°C,1020hPa,05:01:00,19:42:00,14:41:0,
1263,24/06/2012,32°,30°,16km/h,32°,40%,10km,1%,34,20°C,1020hPa,05:01:00,19:42:00,14:41:0,
1264,25/06/2012,31°,29°,32km/h,29°,41%,10km,1%,30,17°C,1018hPa,05:02:00,19:43:00,14:41:0,
1265,26/06/2012,31°,29°,35km/h,29°,48%,10km,0%,31,18°C,1017hPa,05:02:00,19:43:00,14:41:0,
1266,27/06/2012,30°,28°,21km/h,28°,53%,10km,0%,31,21°C,1018hPa,05:02:00,19:43:00,14:41:0,
1267,28/06/2012,32°,30°,14km/h,32°,46%,10km,1%,37,22°C,1016hPa,05:03:00,19:43:00,14:40:0,
1268,29/06/2012,35°,32°,14km/h,33°,42%,10km,2%,38,19°C,1015hPa,05:03:00,19:43:00,14:40:0,
1269,30/06/2012,34°,31°,18km/h,33°,40%,10km,0%,35,19°C,1015hPa,05:04:00,19:43:00,14:39:0,
1270,1/07/2012,34°,31°,22km/h,31°,0mm,35%,10km,4%,34,17°C,1015hPa,05:04:00,19:43:00,14:39:0
1271,2/07/2012,30°,28°,22km/h,28°,1mm,55%,10km,4%,32,20°C,1018hPa,05:05:00,19:42:00,14:37:0
1272,3/07/2012,31°,28°,15km/h,30°,1mm,53%,10km,6%,34,20°C,1018hPa,05:05:00,19:42:00,14:37:0
1273,4/07/2012,30°,28°,16km/h,29°,1mm,58%,10km,5%,33,21°C,1015hPa,05:06:00,19:42:00,14:36:0
1274,5/07/2012,33°,29°,10km/h,31°,0mm,53%,10km,2%,36,22°C,1012hPa,05:06:00,19:42:00,14:36:0
1275,6/07/2012,33°,31°,16km/h,32°,46%,10km,1%,34,23°C,1013hPa,05:07:00,19:42:00,14:35:0,
1276,7/07/2012,34°,31°,11km/h,33°,46%,10km,1%,38,22°C,1014hPa,05:07:00,19:41:00,14:34:0,
1277,8/07/2012,38°,33°,15km/h,33°,40%,10km,8%,40,19°C,1013hPa,05:08:00,19:41:00,14:33:0,
1278,9/07/2012,35°,32°,15km/h,34°,48%,10km,22%,38,22°C,1015hPa,05:08:00,19:41:00,14:33:0,
1279,10/07/2012,36°,32°,14km/h,36°,47%,10km,2%,42,23°C,1015hPa,05:09:00,19:41:00,14:32:0,
1280,11/07/2012,36°,34°,14km/h,34°,0mm,40%,10km,7%,39,21°C,1016hPa,05:10:00,19:40:00,14:30:0
1281,12/07/2012,33°,32°,27km/h,32°,1mm,50%,10km,6%,35,22°C,1017hPa,05:10:00,19:40:00,14:30:0
1282,13/07/2012,32°,30°,25km/h,30°,0mm,47%,10km,1%,33,20°C,1016hPa,05:11:00,19:39:00,14:28:0
1283,14/07/2012,38°,32°,16km/h,34°,37%,10km,2%,39,18°C,1015hPa,05:12:00,19:39:00,14:27:0,
1284,15/07/2012,33°,31°,25km/h,31°,51%,10km,5%,36,20°C,1018hPa,05:12:00,19:38:00,14:26:0,
1285,16/07/2012,29°,28°,37km/h,28°,50%,10km,0%,30,18°C,1022hPa,05:13:00,19:38:00,14:25:0,
1286,17/07/2012,28°,26°,30km/h,26°,52%,10km,1%,29,18°C,1022hPa,05:14:00,19:37:00,14:23:0,
1287,18/07/2012,30°,27°,24km/h,27°,55%,10km,4%,30,19°C,1021hPa,05:14:00,19:37:00,14:23:0,
1288,19/07/2012,32°,29°,14km/h,32°,44%,10km,0%,37,22°C,1018hPa,05:15:00,19:36:00,14:21:0,
1289,20/07/2012,36°,32°,13km/h,33°,38%,10km,0%,37,19°C,1015hPa,05:16:00,19:36:00,14:20:0,
1290,21/07/2012,34°,31°,20km/h,33°,47%,10km,13%,37,22°C,1016hPa,05:17:00,19:35:00,14:18:0,
1291,22/07/2012,28°,27°,33km/h,27°,0mm,53%,10km,20%,29,18°C,1015hPa,05:17:00,19:34:00,14:17:0
1292,23/07/2012,27°,26°,27km/h,26°,1mm,51%,9.875km,26%,28,16°C,1012hPa,05:18:00,19:33:00,14:15:0
1293,24/07/2012,28°,26°,24km/h,26°,1mm,52%,9.875km,15%,29,17°C,1016hPa,05:19:00,19:33:00,14:14:0
1294,25/07/2012,31°,28°,14km/h,30°,0mm,45%,10km,3%,33,20°C,1017hPa,05:20:00,19:32:00,14:12:0
1295,26/07/2012,32°,29°,15km/h,31°,55%,10km,0%,35,22°C,1017hPa,05:21:00,19:31:00,14:10:0,
1296,27/07/2012,34°,30°,16km/h,33°,46%,10km,1%,36,21°C,1016hPa,05:21:00,19:30:00,14:9:0,
1297,28/07/2012,37°,33°,11km/h,33°,34%,10km,7%,39,18°C,1014hPa,05:22:00,19:29:00,14:7:0,
1298,29/07/2012,28°,27°,11km/h,28°,63%,10km,17%,30,21°C,1015hPa,05:23:00,19:29:00,14:6:0,
1299,30/07/2012,33°,30°,17km/h,33°,49%,10km,0%,37,23°C,1018hPa,05:24:00,19:28:00,14:4:0,
1300,1/08/2012,34°,31°,15km/h,33°,41%,10km,0%,35,21°C,1016hPa,05:25:00,19:26:00,14:1:0,
1301,2/08/2012,36°,32°,16km/h,33°,38%,10km,5%,37,20°C,1015hPa,05:26:00,19:25:00,13:59:0,
1302,3/08/2012,38°,33°,10km/h,34°,36%,10km,2%,43,19°C,1015hPa,05:27:00,19:24:00,13:57:0,
1303,4/08/2012,37°,34°,12km/h,37°,36%,10km,1%,44,20°C,1013hPa,05:28:00,19:23:00,13:55:0,
1304,5/08/2012,39°,33°,15km/h,34°,38%,10km,3%,42,22°C,1012hPa,05:29:00,19:22:00,13:53:0,
1305,6/08/2012,39°,36°,17km/h,36°,39%,10km,9%,41,21°C,1016hPa,05:29:00,19:21:00,13:52:0,
1306,7/08/2012,34°,31°,13km/h,31°,0mm,59%,10km,22%,38,22°C,1018hPa,05:30:00,19:20:00,13:50:0
1307,8/08/2012,33°,31°,16km/h,32°,1mm,44%,10km,26%,36,20°C,1015hPa,05:31:00,19:19:00,13:48:0
1308,9/08/2012,34°,32°,32km/h,32°,0mm,39%,10km,6%,34,20°C,1019hPa,05:32:00,19:17:00,13:45:0
1309,10/08/2012,34°,32°,27km/h,32°,35%,10km,0%,34,18°C,1018hPa,05:33:00,19:16:00,13:43:0,
1310,11/08/2012,31°,29°,22km/h,29°,53%,10km,0%,33,19°C,1015hPa,05:34:00,19:15:00,13:41:0,
1311,12/08/2012,35°,31°,10km/h,33°,43%,10km,3%,37,21°C,1015hPa,05:34:00,19:14:00,13:40:0,
1312,13/08/2012,37°,34°,21km/h,35°,38%,10km,15%,38,22°C,1012hPa,05:35:00,19:13:00,13:38:0,
1313,14/08/2012,33°,30°,20km/h,31°,52%,10km,4%,35,22°C,1014hPa,05:36:00,19:12:00,13:36:0,
1314,15/08/2012,33°,30°,15km/h,33°,54%,10km,2%,39,24°C,1015hPa,05:37:00,19:10:00,13:33:0,
1315,16/08/2012,36°,33°,12km/h,36°,41%,10km,1%,44,22°C,1017hPa,05:38:00,19:09:00,13:31:0,
1316,17/08/2012,35°,31°,19km/h,33°,44%,10km,0%,37,22°C,1016hPa,05:39:00,19:08:00,13:29:0,
1317,18/08/2012,32°,29°,17km/h,30°,60%,10km,0%,34,23°C,1018hPa,05:39:00,19:07:00,13:28:0,
1318,19/08/2012,33°,31°,17km/h,33°,45%,10km,5%,35,23°C,1020hPa,05:40:00,19:05:00,13:25:0,
1319,20/08/2012,33°,31°,15km/h,33°,45%,10km,2%,35,23°C,1020hPa,05:41:00,19:04:00,13:23:0,
1320,21/08/2012,33°,31°,15km/h,32°,44%,10km,4%,35,23°C,1019hPa,05:42:00,19:03:00,13:21:0,
1321,22/08/2012,34°,32°,16km/h,33°,44%,10km,1%,39,22°C,1018hPa,05:43:00,19:01:00,13:18:0,
1322,23/08/2012,35°,32°,24km/h,32°,37%,10km,2%,36,20°C,1016hPa,05:43:00,19:00:00,13:17:0,
1323,24/08/2012,36°,32°,18km/h,32°,42%,10km,5%,37,20°C,1013hPa,05:44:00,18:58:00,13:14:0,
1324,25/08/2012,37°,33°,12km/h,35°,44%,10km,5%,42,22°C,1014hPa,05:45:00,18:57:00,13:12:0,
1325,26/08/2012,32°,31°,33km/h,31°,55%,10km,3%,36,22°C,1017hPa,05:46:00,18:56:00,13:10:0,
1326,27/08/2012,30°,28°,28km/h,28°,47%,10km,1%,30,19°C,1018hPa,05:47:00,18:54:00,13:7:0,
1327,28/08/2012,31°,28°,16km/h,30°,51%,10km,2%,37,21°C,1019hPa,05:47:00,18:53:00,13:6:0,
1328,29/08/2012,32°,29°,16km/h,32°,42%,10km,4%,35,19°C,1020hPa,05:48:00,18:51:00,13:3:0,
1329,30/08/2012,34°,30°,14km/h,33°,0mm,40%,10km,2%,36,19°C,1019hPa,05:49:00,18:50:00,13:1:0
1330,31/08/2012,31°,29°,30km/h,29°,5mm,58%,9.375km,23%,34,21°C,1018hPa,05:50:00,18:49:00,12:59:0
1331,1/09/2012,26°,24°,21km/h,24°,0mm,55%,10km,40%,27,17°C,1019hPa,05:51:00,18:47:00,12:56:0
1332,2/09/2012,22°,18°,20km/h,18°,4mm,82%,8.75km,66%,25,15°C,1019hPa,05:51:00,18:46:00,12:55:0
1333,3/09/2012,26°,22°,23km/h,22°,0mm,57%,10km,7%,26,16°C,1017hPa,05:52:00,18:44:00,12:52:0
1334,4/09/2012,28°,25°,23km/h,25°,49%,10km,10%,28,15°C,1015hPa,05:53:00,18:43:00,12:50:0,
1335,5/09/2012,29°,26°,16km/h,26°,54%,10km,4%,29,17°C,1017hPa,05:54:00,18:41:00,12:47:0,
1336,6/09/2012,29°,26°,14km/h,27°,53%,10km,13%,30,18°C,1020hPa,05:55:00,18:40:00,12:45:0,
1337,7/09/2012,29°,27°,16km/h,29°,51%,10km,2%,32,21°C,1021hPa,05:55:00,18:38:00,12:43:0,
1338,8/09/2012,30°,27°,15km/h,28°,0mm,52%,10km,4%,32,20°C,1020hPa,05:56:00,18:37:00,12:41:0
1339,9/09/2012,30°,27°,8km/h,28°,2mm,61%,9.75km,9%,35,21°C,1019hPa,05:57:00,18:35:00,12:38:0
1340,10/09/2012,29°,26°,12km/h,28°,1mm,66%,10km,7%,33,21°C,1019hPa,05:58:00,18:34:00,12:36:0
1341,11/09/2012,30°,28°,13km/h,29°,1mm,67%,9.875km,11%,33,22°C,1019hPa,05:59:00,18:32:00,12:33:0
1342,12/09/2012,31°,29°,17km/h,30°,0mm,61%,10km,6%,34,22°C,1017hPa,05:59:00,18:31:00,12:32:0
1343,13/09/2012,25°,21°,35km/h,21°,6mm,72%,9.625km,45%,26,20°C,1011hPa,06:00:00,18:29:00,12:29:0
1344,14/09/2012,24°,22°,33km/h,22°,3mm,57%,9.625km,17%,25,14°C,1011hPa,06:01:00,18:28:00,12:27:0
1345,15/09/2012,25°,24°,33km/h,24°,1mm,58%,9.875km,30%,26,17°C,1014hPa,06:02:00,18:26:00,12:24:0
1346,16/09/2012,26°,24°,20km/h,24°,0mm,66%,10km,27%,27,18°C,1016hPa,06:02:00,18:25:00,12:23:0
1347,17/09/2012,27°,24°,11km/h,27°,57%,10km,2%,29,20°C,1017hPa,06:03:00,18:23:00,12:20:0,
1348,18/09/2012,29°,25°,10km/h,26°,69%,10km,6%,34,21°C,1016hPa,06:04:00,18:22:00,12:18:0,
1349,19/09/2012,30°,27°,17km/h,28°,64%,10km,13%,32,21°C,1016hPa,06:05:00,18:20:00,12:15:0,
1350,20/09/2012,28°,25°,17km/h,26°,60%,10km,7%,29,19°C,1020hPa,06:06:00,18:19:00,12:13:0,
1351,21/09/2012,30°,26°,13km/h,27°,62%,10km,4%,32,21°C,1020hPa,06:06:00,18:17:00,12:11:0,
1352,22/09/2012,34°,30°,14km/h,30°,52%,10km,21%,35,21°C,1018hPa,06:07:00,18:16:00,12:9:0,
1353,23/09/2012,35°,31°,10km/h,32°,36%,10km,18%,36,17°C,1017hPa,06:08:00,18:14:00,12:6:0,
1354,24/09/2012,34°,30°,33km/h,30°,44%,10km,14%,34,18°C,1016hPa,06:09:00,18:13:00,12:4:0,
1355,25/09/2012,30°,27°,19km/h,28°,52%,10km,44%,30,19°C,1017hPa,06:10:00,18:11:00,12:1:0,
1356,26/09/2012,32°,28°,18km/h,28°,54%,10km,25%,33,19°C,1014hPa,06:10:00,18:10:00,12:0:0,
1357,27/09/2012,34°,28°,23km/h,29°,62%,10km,15%,34,20°C,1014hPa,06:11:00,18:08:00,11:57:0,
1358,28/09/2012,33°,29°,24km/h,29°,61%,10km,8%,35,21°C,1014hPa,06:12:00,18:07:00,11:55:0,
1359,29/09/2012,29°,27°,18km/h,27°,0mm,66%,9.875km,18%,33,21°C,1015hPa,06:13:00,18:05:00,11:52:0
1360,30/09/2012,27°,24°,17km/h,24°,5mm,74%,9.625km,34%,29,21°C,1017hPa,06:14:00,18:04:00,11:50:0
1361,1/10/2012,26°,24°,21km/h,24°,0mm,67%,10km,21%,27,19°C,1020hPa,06:15:00,18:02:00,11:47:0
1362,2/10/2012,25°,23°,17km/h,24°,0mm,62%,10km,14%,26,19°C,1022hPa,06:15:00,18:01:00,11:46:0
1363,3/10/2012,26°,24°,13km/h,25°,1mm,63%,10km,15%,28,19°C,1022hPa,06:16:00,17:59:00,11:43:0
1364,4/10/2012,29°,25°,12km/h,25°,0mm,72%,10km,23%,33,22°C,1020hPa,06:17:00,17:58:00,11:41:0
1365,5/10/2012,30°,27°,11km/h,29°,68%,10km,5%,33,23°C,1019hPa,06:18:00,17:57:00,11:39:0,
1366,6/10/2012,29°,26°,8km/h,28°,69%,10km,9%,33,22°C,1020hPa,06:19:00,17:55:00,11:36:0,
1367,7/10/2012,30°,27°,21km/h,28°,0mm,64%,10km,11%,31,22°C,1020hPa,06:20:00,17:54:00,11:34:0
1368,8/10/2012,26°,25°,32km/h,25°,1mm,65%,10km,25%,28,20°C,1019hPa,06:21:00,17:52:00,11:31:0
